CAL_DATE,HIJRI_DATE,Main Event,Category_Channel,LOG_SALES,Is_Ramadan,Is_Eid_Fitr,Is_Eid_Adha
2022-01-09,1443-06-06,Mini Bts,5_Brick and Mortar,13.314736102871437,0,0,0
2022-01-09,1443-06-06,Mini Bts,5_E-Commerce,10.910710571575379,0,0,0
2022-01-09,1443-06-06,Mini Bts,5_Noon,10.456476574737728,0,0,0
2022-01-09,1443-06-06,Mini Bts,66_Brick and Mortar,7.824445930877619,0,0,0
2022-01-09,1443-06-06,Mini Bts,6_Brick and Mortar,10.790302510721773,0,0,0
2022-01-09,1443-06-06,Mini Bts,6_E-Commerce,9.073800859492344,0,0,0
2022-01-09,1443-06-06,Mini Bts,6_Noon,6.916536609989476,0,0,0
2022-01-09,1443-06-06,Mini Bts,7_Brick and Mortar,8.296686161423157,0,0,0
2022-01-10,1443-06-07,Mini Bts,102_Brick and Mortar,7.3751179238967834,0,0,0
2022-01-10,1443-06-07,Mini Bts,102_E-Commerce,7.7266344847695265,0,0,0
2022-01-10,1443-06-07,Mini Bts,105_Brick and Mortar,9.864449382720798,0,0,0
2022-01-10,1443-06-07,Mini Bts,105_Noon,7.487375354551196,0,0,0
2022-01-10,1443-06-07,Mini Bts,13_Brick and Mortar,11.262546627459184,0,0,0
2022-01-10,1443-06-07,Mini Bts,13_E-Commerce,8.24881252262984,0,0,0
2022-01-10,1443-06-07,Mini Bts,13_Noon,8.302545944073243,0,0,0
2022-01-10,1443-06-07,Mini Bts,1_Brick and Mortar,13.809474608617752,0,0,0
2022-01-10,1443-06-07,Mini Bts,1_E-Commerce,11.163591894228123,0,0,0
2022-01-10,1443-06-07,Mini Bts,1_Noon,10.36736275376975,0,0,0
2022-01-10,1443-06-07,Mini Bts,20_Brick and Mortar,12.85885767374291,0,0,0
2022-01-10,1443-06-07,Mini Bts,20_E-Commerce,8.151101188695222,0,0,0
2022-01-10,1443-06-07,Mini Bts,20_Services,8.375654972395376,0,0,0
2022-01-10,1443-06-07,Mini Bts,2_Brick and Mortar,15.160535277509917,0,0,0
2022-01-10,1443-06-07,Mini Bts,2_E-Commerce,13.446046489698329,0,0,0
2022-01-10,1443-06-07,Mini Bts,2_Noon,12.922657358714105,0,0,0
2022-01-10,1443-06-07,Mini Bts,3_Brick and Mortar,13.448743690005678,0,0,0
2022-01-10,1443-06-07,Mini Bts,3_E-Commerce,11.324804228500295,0,0,0
2022-01-10,1443-06-07,Mini Bts,3_Noon,11.682241144145651,0,0,0
2022-01-10,1443-06-07,Mini Bts,4_Brick and Mortar,13.78956728262118,0,0,0
2022-01-10,1443-06-07,Mini Bts,4_E-Commerce,12.182034549134839,0,0,0
2022-01-10,1443-06-07,Mini Bts,4_Noon,10.244116850876392,0,0,0
2022-01-10,1443-06-07,Mini Bts,5_Brick and Mortar,13.297195424541133,0,0,0
2022-01-10,1443-06-07,Mini Bts,5_E-Commerce,10.712115511702445,0,0,0
2022-01-10,1443-06-07,Mini Bts,5_Noon,11.069204909689644,0,0,0
2022-01-10,1443-06-07,Mini Bts,66_Brick and Mortar,7.962415680121064,0,0,0
2022-01-10,1443-06-07,Mini Bts,6_Brick and Mortar,10.87423900719605,0,0,0
2022-01-10,1443-06-07,Mini Bts,6_E-Commerce,8.94071447455567,0,0,0
2022-01-10,1443-06-07,Mini Bts,6_Noon,8.429864673233565,0,0,0
2022-01-11,1443-06-08,Mini Bts,102_Brick and Mortar,7.576896611075236,0,0,0
2022-01-11,1443-06-08,Mini Bts,102_Noon,8.511639799842243,0,0,0
2022-01-11,1443-06-08,Mini Bts,105_Brick and Mortar,9.369210753610675,0,0,0
2022-01-11,1443-06-08,Mini Bts,105_E-Commerce,8.578271940689422,0,0,0
